id;wave;age;male;religiousity;eduyears;rural;nzeuro;highestqual;rightwing;attitudechr;attitudemus;attitudehin;attitudebud;attitudejew;attitudeath;threatchr;threatmus;threathin;threatbud;threatjew;threatath;sciencefaith;measuredbothyears;notreligious;weight;neg_ms;neg_hd;neg_bd;neg_ch;neg_jw;neg_ath;thr_ms;thr_hd;thr_bd;thr_ch;thr_jw;thr_ath;a_c;a_10c;edu;rw_s;r_s;edu_s
168;2018;64;Male;7;12,0;Not Rural;1;4;2;2;5;3;2;4;3;4;1;4;4;2;4;5;1;1;0,509059371499836;Very Negative;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat negative;Neither negative nor positive;Very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Somewhat threatening;1;14,444530046224962;1,4444530046224962;4;-1,3686627826744506;1,598238725963189;0,00686329137796273
168;2019;65;Male;7;14,0;Not Rural;1;4;4;4;5;4;3;4;2;4;1;4;4;3;4;5;1;0;0,509059371499836;Very Negative;Somewhat negative;Neither negative nor positive;Somewhat negative;Somewhat negative;Somewhat positive;Very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;1;15,444530046224962;1,5444530046224962;4;-0,4705417638492133;1,598238725963189;0,00686329137796273
169;2018;21;Male;2;16,0;Not Rural;1;3;10;2;4;2;1;5;4;4;1;3;4;1;2;2;1;0;1,420781098888928;Somewhat negative;Somewhat positive;Very positive;Somewhat positive;Very Negative;Somewhat negative;Very threatening;Not very threatening;Not threatening at all;Not threatening at all;Very threatening;3;-28,555469953775038;-2,8555469953775039;3;2,2238212926264986;-1,395258750469008;-0,41586461830914989
169;2019;22;Male;NA;17,0;Not Rural;1;3;10;1;2;2;1;5;5;4;1;3;4;1;1;4;1;0;1,420781098888928;Somewhat positive;Somewhat positive;Very positive;Very positive;Very Negative;Very Negative;Very threatening;Not very threatening;Not threatening at all;Not threatening at all;Very threatening;4;-27,555469953775038;-2,7555469953775038;3;2,2238212926264986;NA;-0,41586461830914989
170;2018;75;Not Male;3;11,0;Not Rural;NA;1;2;2;2;2;2;2;2;4;4;4;4;4;4;3;1;0;0,581877463528283;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;25,444530046224962;2,5444530046224960;1;-1,3686627826744506;-0,796559255182569;-1,26132043768337510
170;2019;76;Not Male;3;11,0;Not Rural;NA;2;4;2;2;2;2;2;2;4;4;4;4;4;4;2;1;0;0,581877463528283;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;26,444530046224962;2,6444530046224961;2;-0,4705417638492133;-0,796559255182569;-0,83859252799626249
171;2018;40;Not Male;5;19,0;Not Rural;NA;6;1;3;3;3;3;3;3;4;4;4;4;4;4;4;1;0;0,599596435566919;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-9,555469953775038;-0,9555469953775038;6;-1,8177232920870694;0,400839735390310;0,85231911075218802
171;2019;41;Not Male;5;40,0;Not Rural;1;7;8;2;4;3;2;3;3;3;1;3;3;4;3;4;1;1;0,599596435566919;Somewhat negative;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Very threatening;Not very threatening;Not very threatening;Not very threatening;Not threatening at all;2;-8,555469953775038;-0,8555469953775038;7;1,3257002738012613;0,400839735390310;1,27504702043930052
172;2018;43;Male;4;NA;Not Rural;1;3;NA;2;2;2;2;2;2;4;4;4;4;4;4;5;1;NA;0,713377002305301;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-6,555469953775038;-0,6555469953775038;3;NA;-0,197859759896129;-0,41586461830914989
172;2019;44;Male;5;12,0;Not Rural;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0,713377002305301;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,555469953775038;-0,5555469953775038;2;NA;0,400839735390310;-0,83859252799626249
173;2018;29;Male;1;NA;Not Rural;1;6;NA;1;1;1;1;1;1;4;4;4;4;4;4;1;1;0;1,309133504718718;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-20,555469953775038;-2,0555469953775036;6;NA;-1,993958245755448;0,85231911075218802
173;2019;30;Male;1;NA;Not Rural;1;7;10;1;1;1;1;1;1;4;2;4;4;4;4;2;1;0;1,309133504718718;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-19,555469953775038;-1,9555469953775038;7;2,2238212926264986;-1,993958245755448;1,27504702043930052
174;2018;56;Male;5;12,0;Rural;1;4;7;3;3;3;3;3;3;3;2;4;4;4;4;5;1;0;0,380920737386244;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;1;6,444530046224962;0,6444530046224962;4;0,8766397643886427;0,400839735390310;0,00686329137796273
174;2019;57;Male;4;10,0;Not Rural;1;4;7;2;3;3;3;3;3;4;NA;NA;NA;NA;NA;3;1;0;0,380920737386244;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;Not threatening at all;NA;NA;7,444530046224962;0,7444530046224962;4;0,8766397643886427;-0,197859759896129;0,00686329137796273
175;2018;57;Male;6;18,0;Not Rural;NA;6;6;2;2;2;1;NA;1;3;3;3;3;NA;3;5;1;1;2,289501996627900;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;NA;Very positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;NA;2;7,444530046224962;0,7444530046224962;6;0,4275792549760240;0,999539230676750;0,85231911075218802
175;2019;58;Male;6;18,0;Not Rural;NA;6;7;3;3;NA;2;NA;2;3;3;3;3;NA;3;5;1;1;2,289501996627900;Neither negative nor positive;NA;Somewhat positive;Neither negative nor positive;NA;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;NA;2;8,444530046224962;0,8444530046224962;6;0,8766397643886427;0,999539230676750;0,85231911075218802
176;2018;75;Not Male;3;11,0;Rural;NA;1;4;2;2;2;2;2;2;4;NA;4;4;4;4;3;1;0;0,833200050390522;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;25,444530046224962;2,5444530046224960;1;-0,4705417638492133;-0,796559255182569;-1,26132043768337510
176;2019;76;Not Male;3;11,0;Rural;1;1;5;2;2;2;2;2;2;4;NA;NA;4;4;4;4;1;0;0,833200050390522;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;NA;Not threatening at all;Not threatening at all;Not threatening at all;1;26,444530046224962;2,6444530046224961;1;-0,0214812544365946;-0,796559255182569;-1,26132043768337510
177;2018;69;Male;5;13,0;Not Rural;NA;1;5;2;2;2;2;2;1;3;3;3;3;3;3;2;1;0;0,347188914066887;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Very positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;19,444530046224962;1,9444530046224962;1;-0,0214812544365946;0,400839735390310;-1,26132043768337510
177;2019;70;Male;4;12,0;Not Rural;NA;1;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0,347188914066887;NA;NA;NA;Neither negative nor positive;NA;NA;NA;NA;NA;NA;NA;NA;20,444530046224962;2,0444530046224960;1;NA;-0,197859759896129;-1,26132043768337510
178;2018;NA;Not Male;NA;NA;Not Rural;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;3;1;0;0,324688509874029;NA;NA;NA;NA;NA;NA;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;NA;NA;NA;NA;NA;NA
178;2019;NA;Not Male;NA;NA;Not Rural;NA;0;NA;3;NA;NA;NA;NA;3;3;3;3;3;3;3;NA;1;0;0,324688509874029;NA;NA;NA;Neither negative nor positive;NA;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;NA;NA;0;NA;NA;-1,68404834737048770
179;2018;54;Not Male;6;13,0;Not Rural;1;1;NA;3;3;3;3;3;2;3;3;3;3;3;3;5;1;1;3,080224381834515;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;4,444530046224962;0,4444530046224962;1;NA;0,999539230676750;-1,26132043768337510
179;2019;55;Not Male;6;8,0;Not Rural;1;1;5;2;2;2;2;2;2;4;4;4;4;4;4;5;1;1;3,080224381834515;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;5,444530046224962;0,5444530046224962;1;-0,0214812544365946;0,999539230676750;-1,26132043768337510
180;2018;28;Male;4;NA;Not Rural;1;4;6;2;3;3;1;2;1;3;3;2;4;4;3;4;1;1;0,827311865255696;Neither negative nor positive;Neither negative nor positive;Very positive;Somewhat positive;Somewhat positive;Very positive;Not very threatening;Somewhat threatening;Not threatening at all;Not very threatening;Not threatening at all;2;-21,555469953775038;-2,1555469953775037;4;0,4275792549760240;-0,197859759896129;0,00686329137796273
180;2019;29;Male;4;17,0;Not Rural;1;4;NA;2;3;NA;1;3;NA;2;2;2;4;4;3;3;1;1;0,827311865255696;Neither negative nor positive;NA;Very positive;Somewhat positive;Neither negative nor positive;NA;Somewhat threatening;Somewhat threatening;Not threatening at all;Somewhat threatening;Not threatening at all;2;-20,555469953775038;-2,0555469953775036;4;NA;-0,197859759896129;0,00686329137796273
181;2018;36;Not Male;3;13,0;Not Rural;1;3;NA;1;2;2;2;2;2;3;3;3;3;3;3;3;1;0;5,904325608454326;Somewhat positive;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-13,555469953775038;-1,3555469953775039;3;NA;-0,796559255182569;-0,41586461830914989
181;2019;37;Not Male;3;13,0;Not Rural;1;3;NA;2;2;2;2;2;2;4;4;4;4;4;4;3;1;0;5,904325608454326;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-12,555469953775038;-1,2555469953775038;3;NA;-0,796559255182569;-0,41586461830914989
182;2018;48;Not Male;3;11,0;Not Rural;NA;1;5;1;1;1;1;1;NA;4;4;4;4;4;NA;3;1;0;1,192209672790035;Very positive;Very positive;Very positive;Very positive;Very positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;NA;-1,555469953775038;-0,1555469953775038;1;-0,0214812544365946;-0,796559255182569;-1,26132043768337510
182;2019;49;Not Male;4;10,0;Not Rural;NA;0;NA;1;1;1;1;1;1;4;3;3;4;4;3;4;1;1;1,192209672790035;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not very threatening;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;2;-0,555469953775038;-0,0555469953775038;0;NA;-0,197859759896129;-1,68404834737048770
183;2018;18;Not Male;7;14,0;Not Rural;1;3;5;2;2;2;2;2;2;4;3;4;4;4;4;5;1;1;3,208085843241366;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-31,555469953775038;-3,1555469953775037;3;-0,0214812544365946;1,598238725963189;-0,41586461830914989
183;2019;19;Not Male;6;16,0;Not Rural;1;3;NA;2;2;2;2;2;2;3;3;3;3;3;3;5;1;1;3,208085843241366;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-30,555469953775038;-3,0555469953775036;3;NA;0,999539230676750;-0,41586461830914989
184;2018;27;Male;4;17,0;Not Rural;NA;6;NA;3;4;4;3;NA;3;3;3;3;3;3;3;3;1;1;2,644852998364096;Somewhat negative;Somewhat negative;Neither negative nor positive;Neither negative nor positive;NA;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-22,555469953775038;-2,2555469953775038;6;NA;-0,197859759896129;0,85231911075218802
184;2019;28;Male;3;18,0;Not Rural;NA;7;NA;2;3;3;2;3;3;4;4;4;4;4;4;4;1;0;2,644852998364096;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-21,555469953775038;-2,1555469953775037;7;NA;-0,796559255182569;1,27504702043930052
185;2018;25;Male;7;18,0;Not Rural;1;6;2;5;4;4;3;5;1;1;2;2;3;1;4;5;1;1;2,451810524350127;Somewhat negative;Somewhat negative;Neither negative nor positive;Very Negative;Very Negative;Very positive;Somewhat threatening;Somewhat threatening;Not very threatening;Very threatening;Very threatening;1;-24,555469953775038;-2,4555469953775040;6;-1,3686627826744506;1,598238725963189;0,85231911075218802
185;2019;26;Male;7;15,0;Not Rural;1;7;2;5;4;4;3;4;3;2;3;3;3;3;3;5;1;1;2,451810524350127;Somewhat negative;Somewhat negative;Neither negative nor positive;Very Negative;Somewhat negative;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Somewhat threatening;Not very threatening;2;-23,555469953775038;-2,3555469953775039;7;-1,3686627826744506;1,598238725963189;1,27504702043930052
186;2018;18;Male;6;13,0;Not Rural;1;2;NA;2;5;4;3;2;1;3;1;3;4;4;4;5;1;1;5,559897405546070;Very Negative;Somewhat negative;Neither negative nor positive;Somewhat positive;Somewhat positive;Very positive;Very threatening;Not very threatening;Not threatening at all;Not very threatening;Not threatening at all;1;-31,555469953775038;-3,1555469953775037;2;NA;0,999539230676750;-0,83859252799626249
186;2019;19;Male;5;14,0;Not Rural;1;3;6;2;5;3;2;2;2;3;1;4;4;4;3;4;1;1;5,559897405546070;Very Negative;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Very threatening;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;2;-30,555469953775038;-3,0555469953775036;3;0,4275792549760240;0,400839735390310;-0,41586461830914989
187;2018;45;Male;4;14,0;Not Rural;1;5;5;3;3;3;3;3;3;3;3;3;3;3;3;5;1;1;0,418566196414688;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-4,555469953775038;-0,4555469953775038;5;-0,0214812544365946;-0,197859759896129;0,42959120106507537
187;2019;46;Male;4;15,0;Not Rural;1;4;5;2;2;3;1;3;3;3;3;3;3;3;3;3;1;1;0,418566196414688;Somewhat positive;Neither negative nor positive;Very positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-3,555469953775038;-0,3555469953775038;4;-0,0214812544365946;-0,197859759896129;0,00686329137796273
188;2018;68;Not Male;4;14,0;Rural;NA;4;8;3;3;3;3;3;3;3;3;3;3;3;3;4;1;0;2,020973106413815;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;18,444530046224962;1,8444530046224963;4;1,3257002738012613;-0,197859759896129;0,00686329137796273
188;2019;69;Not Male;4;15,0;Not Rural;1;4;NA;2;2;2;2;2;2;3;3;3;3;3;3;5;1;0;2,020973106413815;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;19,444530046224962;1,9444530046224962;4;NA;-0,197859759896129;0,00686329137796273
189;2018;38;Not Male;3;16,0;Not Rural;1;7;3;1;1;1;1;1;1;4;4;4;4;4;4;3;1;0;6,640938687564312;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-11,555469953775038;-1,1555469953775037;7;-0,9196022732618320;-0,796559255182569;1,27504702043930052
189;2019;39;Not Male;4;19,0;Not Rural;1;7;3;1;1;1;1;1;1;4;4;4;4;4;4;2;1;0;6,640938687564312;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-10,555469953775038;-1,0555469953775038;7;-0,9196022732618320;-0,197859759896129;1,27504702043930052
190;2018;72;Not Male;3;12,0;Not Rural;NA;0;NA;3;3;3;3;3;3;4;NA;NA;NA;NA;4;4;1;0;0,224969964910439;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;Not threatening at all;NA;1;22,444530046224962;2,2444530046224962;0;NA;-0,796559255182569;-1,68404834737048770
190;2019;73;Not Male;3;12,0;Not Rural;1;4;7;3;3;3;3;3;3;4;4;4;4;4;4;5;1;0;0,224969964910439;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;23,444530046224962;2,3444530046224963;4;0,8766397643886427;-0,796559255182569;0,00686329137796273
191;2018;61;Male;3;12,0;Not Rural;1;4;6;2;3;3;2;2;2;4;2;2;3;4;4;2;1;0;2,637291892698274;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat threatening;Somewhat threatening;Not very threatening;Not threatening at all;Not threatening at all;1;11,444530046224962;1,1444530046224961;4;0,4275792549760240;-0,796559255182569;0,00686329137796273
191;2019;62;Male;2;NA;Not Rural;1;4;6;1;1;1;1;1;1;4;3;4;4;4;3;2;1;0;2,637291892698274;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;2;12,444530046224962;1,2444530046224962;4;0,4275792549760240;-1,395258750469008;0,00686329137796273
192;2018;59;Male;5;NA;Rural;1;0;5;2;2;2;2;2;2;4;4;4;4;4;4;4;1;0;0,563944670104727;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;9,444530046224962;0,9444530046224962;0;-0,0214812544365946;0,400839735390310;-1,68404834737048770
192;2019;60;Male;4;13,0;Rural;1;4;10;2;2;2;2;2;2;4;3;4;4;4;4;5;1;1;0,563944670104727;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;10,444530046224962;1,0444530046224962;4;2,2238212926264986;-0,197859759896129;0,00686329137796273
193;2018;38;Male;5;18,0;Rural;1;4;7;2;2;2;1;3;2;3;2;3;4;2;3;5;1;1;6,125677322664316;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Neither negative nor positive;Somewhat positive;Somewhat threatening;Not very threatening;Not threatening at all;Not very threatening;Somewhat threatening;2;-11,555469953775038;-1,1555469953775037;4;0,8766397643886427;0,400839735390310;0,00686329137796273
193;2019;39;Male;5;17,0;Rural;1;4;9;4;4;3;2;4;2;3;2;4;4;2;3;5;1;1;6,125677322664316;Somewhat negative;Neither negative nor positive;Somewhat positive;Somewhat negative;Somewhat negative;Somewhat positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not very threatening;Somewhat threatening;2;-10,555469953775038;-1,0555469953775038;4;1,7747607832138801;0,400839735390310;0,00686329137796273
194;2018;62;Not Male;NA;NA;Not Rural;1;7;2;2;2;2;1;2;2;3;3;3;4;3;3;4;1;0;1,359332383214047;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;2;12,444530046224962;1,2444530046224962;7;-1,3686627826744506;NA;1,27504702043930052
194;2019;63;Not Male;5;15,0;Not Rural;1;7;3;2;2;2;2;2;2;3;3;3;3;3;3;5;1;0;1,359332383214047;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;13,444530046224962;1,3444530046224963;7;-0,9196022732618320;0,400839735390310;1,27504702043930052
195;2018;68;Not Male;5;12,0;Not Rural;1;0;5;3;NA;NA;NA;NA;3;4;2;4;4;4;4;4;1;1;1,464568437225761;NA;NA;NA;Neither negative nor positive;NA;Neither negative nor positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;18,444530046224962;1,8444530046224963;0;-0,0214812544365946;0,400839735390310;-1,68404834737048770
195;2019;69;Not Male;6;13,0;Rural;1;0;10;2;2;2;2;2;2;4;4;4;4;4;4;5;1;1;1,464568437225761;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;19,444530046224962;1,9444530046224962;0;2,2238212926264986;0,999539230676750;-1,68404834737048770
196;2018;NA;Not Male;3;12,0;Not Rural;1;7;NA;1;3;3;3;3;3;4;4;4;4;4;4;2;1;0;0,347854191866312;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;NA;NA;7;NA;-0,796559255182569;1,27504702043930052
196;2019;NA;Not Male;3;15,0;Not Rural;1;6;7;1;1;1;1;1;1;4;4;4;4;4;1;3;1;0;0,347854191866312;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;4;NA;NA;6;0,8766397643886427;-0,796559255182569;0,85231911075218802
197;2018;61;Not Male;4;NA;Rural;NA;7;0;3;3;2;2;3;2;2;3;3;3;3;3;3;1;1;0,357462431882964;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Somewhat threatening;Not very threatening;2;11,444530046224962;1,1444530046224961;7;-2,2667838014996882;-0,197859759896129;1,27504702043930052
197;2019;62;Not Male;3;NA;Rural;1;7;0;2;2;2;1;2;2;2;3;3;3;3;3;5;1;0;0,357462431882964;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Somewhat threatening;Not very threatening;2;12,444530046224962;1,2444530046224962;7;-2,2667838014996882;-0,796559255182569;1,27504702043930052
198;2018;63;Not Male;3;13,0;Not Rural;NA;5;NA;3;3;3;3;3;3;4;4;4;4;4;4;2;1;0;0,357462431882964;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;13,444530046224962;1,3444530046224963;5;NA;-0,796559255182569;0,42959120106507537
198;2019;64;Not Male;3;12,0;NA;NA;1;NA;1;3;3;3;3;3;4;NA;NA;4;NA;NA;3;1;0;0,357462431882964;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;NA;NA;Not threatening at all;Not threatening at all;NA;NA;14,444530046224962;1,4444530046224962;1;NA;-0,796559255182569;-1,26132043768337510
199;2018;61;Male;3;13,0;Not Rural;1;2;3;5;3;2;1;3;3;3;4;4;4;4;4;5;1;0;1,477105019033406;Neither negative nor positive;Somewhat positive;Very positive;Very Negative;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;1;11,444530046224962;1,1444530046224961;2;-0,9196022732618320;-0,796559255182569;-0,83859252799626249
199;2019;62;Male;6;12,0;Not Rural;1;2;7;4;3;3;1;3;3;3;4;4;4;4;4;5;1;1;1,477105019033406;Neither negative nor positive;Neither negative nor positive;Very positive;Somewhat negative;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;1;12,444530046224962;1,2444530046224962;2;0,8766397643886427;0,999539230676750;-0,83859252799626249
200;2018;52;Male;3;NA;Not Rural;1;4;7;3;3;3;3;3;3;3;2;3;4;4;2;3;1;0;1,738787056822101;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat threatening;Not very threatening;Not threatening at all;Not very threatening;Not threatening at all;3;2,444530046224962;0,2444530046224962;4;0,8766397643886427;-0,796559255182569;0,00686329137796273
200;2019;53;Male;6;13,0;Not Rural;1;4;7;2;2;2;2;2;2;4;4;4;4;4;4;4;1;1;1,738787056822101;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;3,444530046224962;0,3444530046224962;4;0,8766397643886427;0,999539230676750;0,00686329137796273
201;2018;51;Not Male;7;NA;Not Rural;NA;0;5;3;3;3;3;3;3;3;3;3;3;3;3;4;1;1;0,568921299647040;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;1,444530046224962;0,1444530046224962;0;-0,0214812544365946;1,598238725963189;-1,68404834737048770
201;2019;52;Not Male;4;NA;Not Rural;NA;0;5;3;3;3;3;3;3;4;4;4;4;4;4;3;1;0;0,568921299647040;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;2,444530046224962;0,2444530046224962;0;-0,0214812544365946;-0,197859759896129;-1,68404834737048770
202;2018;28;Not Male;4;15,0;Not Rural;1;5;5;1;3;3;3;3;1;4;3;3;4;4;4;4;1;0;0,731895659813181;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Very positive;Not very threatening;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;1;-21,555469953775038;-2,1555469953775037;5;-0,0214812544365946;-0,197859759896129;0,42959120106507537
